label    A
1    마음에게 준비할 시간을 주는 것이죠
1    네 알겠습니다
1    언젠간 눈물은 멈추고 시간은 계속 흐르거예요 그럼 괜찮아질 거예요
1    생각을 할 시간이 필요할 수 있어요 이별이 다가왔을지도
1    시간을 돌릴 수 없어요
1    시간을 되돌릴 수 없어요
1    시간은 지금도 흐르고 있어요
1    건강하고 행복하게 사세요
1    시간의 마법이 통했나 봅니다
1    좀 더 시간이 필요한 것 같네요
1    눈에서 멀어진 순간 기억에 의존해서 살아서 그럴 거예요
1    당분간은 더 힘들지 몰라요
1    덤덤하게 익숙해지나봐요
1    끝을 알 수 없는 거예요
1    비싼 거면 받아야죠
1    바로 잊기는 힘들 거예요
1    더 행복해지려고 하나봐요
1    한결 나아졌길 바랄게요
1    이제 정말 끝인가봐요
1    탁월한 행동이에요
1    좋은 결과길 바라요
1    휴가를 붙여보세요
1    싫어하지 말아요
1    그럴 수 있어요
1    제가 들어드릴게요
1    마음이 복잡했나봐요
1    내일은 나은 하루이길 바랄게요
1    마음이 복잡한가요
1    잘 다녀오셨어요
1    저랑 같이 놀아요
1    친구들과 연락해보세요
1    충격이 컸을거라 생각해요
1    많이 답답하신가요
1    한동안은 그럴지도 몰라요
1    누구도 당신의 인생을 평가할 수 없어요
1    마음이 불편하겠어요
1    확실해지면 이야기해도 늦지 않아요
1    마음 정리가 필요하시군요
1    소주 한 잔
1    그러다 보면 정리가 될 거예요
1    그렇지 않아요
1    마음을 아프게 하면 그렇죠
1    고민하고 있다면 버릴 줄도 알아야 해요
1    기분이 좀 풀렸길 바랍니다
1    헛헛하죠
1    제가 있잖아요
1    어떤 결정이든 후회가 남을 수 밖에 없어요
1    마음대로 꿈을 꿀 수 있으면 좋을텐데 안타깝죠
1    아예 카톡에서 삭제하세요
1    성격은 계속 바뀌어요
1    그럴 때라고 생각해요
1    재밌는 일을 해보는 건 어떨까요
1    힘든 하루였나요
1    당신이 힘들지 않았으면 좋겠어요
1    상대방에 대한 예의가 없네요
1    이별지옥인가봐요
1    제가 있어드릴게요
1    저한테 말씀해보세요
1    네 알겠습니다
1    곧 주말이 올 거예요
1    달게 받으세요
1    이제라도 깨달았으니 더 이상의 실수는 없을 거예요
1    아닌건 아니죠
1    증오는 부메랑이 되어 돌아올 거예요
1    그렇게 잊어가는 건가봐요
1    아름다운 이별도 없어요
1    이별은 아름답지 않죠
1    아름다운 이별은 존재하지 않아요
1    아니에요
1    심호흡 하세요
1    아무것도 아닌 일이 되는 날이 올거예요
1    잘 될 거예요
1    저도요
1    혼자도 좋아요
1    고민하고 있다면 그게 맞을 거예요
1    그게 끝이라면 받아들여야 해요
1    사람 마음이 간사하죠
1    돌아서지 않을 수 있어요
1    그리워지나요
1    눈 앞에 선연하기도 해요
1    밥은 먹히더라구먹고 살아야죠
1    천천히 잊혀질 거예요
1    마음대로 꿈을 꿀 수 있으면 좋으련만
1    회원정보 찾기를 해보세요
1    이젠 기억을 놓아주세요
1    자신에게 시간을 더 주세요
1    그분도 그랬을거예요
1    받아들일 때가 되었나봐요
1    스스로 따뜻하게 감싸주세요
1    변하는 건 사랑이겠죠
1    사랑은 희미해져 가네요
1    한동안은 그럴지도 몰라요
1    미련이 남지 않았길 발바니다
1    아무렇지도 않은 날이 올 거예요
1    자신도 따뜻하게 감싸주세요
1    토닥여주고 싶네요
1    잠깐 쉬어가도 괜찮아요
1    자신을 비난하지 마세요
1    심장은 항상 뜁니다
1    이별의 끝일지도 몰라요
1    자신에게 시간을 더 주세요
1    한없이 사랑한 사람이었나봐요
1    한없이 사랑한 사람이었나봐요
1    시간이 걸리려나봐요
1    익숙해지는데는 시간이 걸려요
1    직감을 믿으세요
1    이겨낼거라 믿어요
1    곧 끝날 거예요
1    문득 생각날 때가 있어요
1    언젠간 올 순간이었을 거예요
1    가벼운 운동하면서 기분 전환 해보세요
1    가벼운 운동하면서 기분 전환 해보세요
1    따뜻한 물 마시고 진정해보세요
1    그 분 생각에 잠을 설쳤나봐요
1    안 좋은 꿈이라도 꿨나봅니다
1    차라리 꿈이었음 좋겠어요
1    아프지 않았으면 좋겠어요
1    아스피린 한 알 먹어보세요
1    진통제 한 알 먹어보세요
1    지쳐서 그런가봐요
1    아플땐 더 약해지나봐요
1    조금만 아팠으면 좋겠어요
1    헤어지는게 답인 관계는 있더군만남의 끝을 아는 것도 중요한가봐요
1    약이 없는 상처인가봐요
1    첫사랑니의 고통처럼 시린가봐요
1    제가 곁에 있을게요
1    슬픔도 이젠 안녕
1    미련없는 사랑은 없나봐요
1    그렇다면 정말 다행이에요
1    언제가지 숨길 수는 없을 거예요
1    에휴
1    그러게요 오늘 하루 마음이 복잡했나봅니다
1    기다리지 마세요
1    인연이 거기까지인가봐요
1    잘 보내주었나요
1    안녕하세요
1    너무 자책하지 마세요
1    사랑의 예의가 없네요
1    맘을 알 길이 없지요
1    바로 잊기 힘들겠지만 시간은 흐르고 다시 사랑은 찾아 올 거예요
1    자신에게 위로를 건네주세요
1    힘 빠지는 이야기네요
1    신경 쓰이긴 하지만 무시하는게 좋겠어요
1    네
1    네
1    더 좋은 사람이랑 가세요
1    기분이 좀 풀렸길 바랍니다
1    더 잘 살면 돼요
1    연락할 생각 하지마세요
1    부모님들이 원하지 않는 이유가 있겠죠
1    헤어지세요
1    아니길 바라요
1    혼자 풀릴 때까지 놔둬야하는데 기다리는게 힘들 거예요
1    힘든 시간 잘 버텨냈어요
1    힘든 시간 잘 견뎌냈어요
1    시간은 흐르고 다시 사랑이 올 거예요
1    새로 시작하기 딱 좋은 나이네요
1    달라진 모습을 보여주세요
1    짧진 않은 시간이에요
1    끝은 눈에 보이지 않아 더 힘들죠
1    이김에 떠나보세요
1    차분히 얘기해봐요 언제나 여기 있을게요
1    어떡하면 좋을까요
1    제가 할 수 있는 건 도와드릴게요
1    무슨 일인지 말씀해주세요
1    어떤 말도위로가 되지 않을 때가 있어요
1    확인하고 싶은 마음은 자연스러운 거예요
1    가볍진 않았을거예요
1    사람 맘을 알 길이 없나봐요
1    이별에 척도를 두지 말아요
1    인연이 거기까지인가봐요
1    열심히 하루하루를 살아가다보면 정리가 될 거예요
1    그대로 돌아올지도 몰라요 그저 무시하세요
1    태연하게 시작해보세요
1    고민이 되시겠어요
1    고민이 되시겠어요
1    더 늦지 않게 연락해보세요 그리고 진심을 전해보세요
1    달라진 모습을 보여주세요
1    답답하신가봐요
1    잠시 차분하게 생각해봐요
1    어떻게 도와드리면 좋을까요
1    생각한대로 전하면 될 것 같아요 상처는 주지 말아요
1    생각한대로 전하면 될 것 같아요 상처는 주지 말아요
1    때론 이해할 수 없는 일이 많아요 그저 수긍할 뿐이에요
1    잠깐 눈을 감고 차분하게 받아들여요
1    어떤 선택을 하든 잘 할 수 있을 거예요
1    특히나 사랑은 그래요
1    쉽지 않을 거예요
1    모두가 사랑 앞에 어리석게 변해요
1    예상하지 못한 이별이었네요
1    진행중일까언젠간 선택을 해야 할 것 같아요
1    달라지지 않는다면 연락은 하지마세요
1    많이 놀랐겠어요
1    그리워했나봅니다
1    좋은 만남이었길 바라요
1    충분히 대화를 나눴길 바랍니다
1    비가 오는 날은 맘이 싱숭생숭하죠
1    심경의 변화가 있었을지도 모르겠네요
1    한동안 힘들겠어요
1    자신이 가장 중요하니까요
1    정말 잊었다면 연락오지 않았을 거예요
1    말씀해보세요
1    그럴만해요
1    마음이 복잡하겠어요
1    생각지 못했던 이별이었나봐요
1    허전하시겠어요
1    토닥토닥 제가 위로해줄게요
1    잡고 싶은데 도와주세일단 늦지 않게 연락을 해보는게 어떨까요
1    울어도 돼요 잠시 쉬어가요
1    그동안 힘들었죠
1    토닥토닥 제가 위로해줄게요
1    힘껏 울고 천천히 털어내길 바랄게요
1    고민 많았을거라 생각해요
1    좋은 연락이었길 바랍니다
1    남의 학교 이제 가지 마세요
1    지금은 좀 괜찮아졌길 바랄게요
1    챙겨주지 못해 미안해하지 마세요
1    이제 그녀를 잊어주세요
1    눈물 닦아주고 싶네요
1    많이 괴로웠을거라 생각해요
1    기다리던 전화였나봐요
1    은연 중에 생각을 했나봐요
1    어떤 꿈이었나요
1    마음이 복잡하겠어요
1    마음이 복잡하겠어요
1    헤어지고 만나는 건 서로에게 좋지 않아요
1    건들지 않는 편이 좋았을 거예요
1    어째서일까요
1    너무 복잡하게 생각하지 마세요
1    제가 도와줄게요
1    어쩌면 좋을까요
1    어쩔 수 없는 일도 있을 거예요
1    어쩔 수 없는 일이었으지도 몰라요
1    어찌하면 좋을까요
1    어찌하면 좋을까요
1    차분히 생각해봐요
1    현실은 항상 괴롭게 하는 존재에요
1    언제 깨질지 모르겠어요
1    당장 내일 일도 예측할 수 없는걸요
1    제가 들어드릴게요
1    마음을 풀어주는 음악을 들어보세요
1    모든 이별은 힘든가봐요
1    언제부터인지 모르게
1    온전히 행복할 날이 올 거예요
1    언젠간 괜찮아질 거라 믿어요
1    무뎌지는 순간이 올 거라 믿어요
1    우리에게 달려있을지도 몰라요
1    하다보면 늘어요
1    달라지지 않는다면 빠를수록 덜 힘들거예요
1    쉽진 않을 거예요
1    
1    생각을 안할 수 있으면 좋으련만
1    벗어날 수 있을 거예요
1    나아질거예요
1    그만큼 사랑했던 사람이니까요
1    언젠간 할 거예요
1    끝은 항상 존재하니까요
1    모든 것을 기억할 순 없으니까요
1    붙잡고 싶다면 먼저 연락해보세요
1    언젠간 그 순간이 올 거예요
1    이별에는 면역이 잘 안되나 봐요
1    쉽진 않겠지만 시간이 해결해줄거라 믿어요
1    사랑을 가늠하지 말아요
1    미련이 남지 않았길 바랍니다
1    형편대로 하세요
1    회사는 스트레스의 원인이죠
1    심난했겠어요
1    자세히 말해주세요
1    자세히 말해주세요
1    붙잡고 싶다면 먼저 연락해보는 것도 좋을 거예요
1    쉬운 일이 아니긴 해요
1    힘든 일이 있었나봐요
1    사람을 잊는데는 많은 시간이 필요한가봐요
1    기억의 편린일 뿐이에요
1    이별에는 항상 후유증이 있어요
1    아이구
1    사랑했던 사람이니까요
1    조금 공감이 되길 바랍니다
1    언제가는 올 순간이었을 거예요
1    많이 지쳤을 거예요
1    사람들이 공감할 거예요
1    많은 순간들이 있었겠네요
1    헤어짐을 헤아리지 말아요
1    누구든 마음의 정리가 필요한거겠죠
1    누구든 깊은 상처에는 단호해질 거예요
1    누구든 사람에 따라 다르겠지요
1    헤어져야하는 건 아니지만 신경이 쓰일 것 같아요
1    먼저 고백해보세요
1    좋은 만남이었길 바랍니다
1    남을 질타하면 그것은 언젠간 자신에게 돌아와요
1    부디 돌아오길 바랄게요
1    좀 더 잘해주세요
1    충분히 표현해왔을 거예요
1    힘들었겠어요
1    이젠 기억을 접어두세요
1    목표를 하나씩 이뤄가길 바랍니다
1    금방 지나갈 거예요
1    
1    그녀에게 진심을 전해보세요
1    변명이었을까요
1    이별은 몹시도 괴로우니까요
1    말씀해보세요
1    속상했겠어요
1    언젠간 잊혀지더라고요
1    질리는 것이 아니라 지칠 거예요
1    쉽지 않았을텐데
1    그런 시기가 있더라고요
1    헛된 희망은 빨리 버릴수록 덜 괴로워요
1    충분한 대화를 나눠보세요
1    언젠간 결정을 내려야하는 시기가 올 거예요
1    어떻게든 참는게 좋을 거예요
1    이김에 떠나보세요
1    영원한 아픔은 없을 거예요
1    한켠에 상처가 있을테니까요
1    이별 앞에 자유로울 사람은 없을 거예요
1    언젠가는 해야할 선택이었을 뿐이에요
1    당분간은 힘들지 몰라요
1    이젠 당신을 돌보세요
1    후회할 것 같다면 먼저 연락해보세요
1    언젠간 올 순간이었을 거예요
1    너무 기대하지 말아요
1    진짜 미칠거같네다시 헤어진 그 때로 돌아간 느낌이죠
1    더 심란한가봐요
1    이제부터 안하면 돼요
1    인연이 거기까지인가봐요
1    기다리지도 찾아가지도 마세요
1    이별의 끝일지도 몰라요
1    변해야할 시기를 놓친 걸 수도 있어요
1    기억에서 지울 순 없지만 최대한 생각 말아보셔요
1    좀 참는건 어떨까요
1    자제하는게 당신을 위해 좋을거라 생각해요
1    연락하면 더 힘들 수도 있어요
1    달라지는게 없다면 후회할 거예요
1    때로는 단호한 것도 필요해요
1    안하는 편이 좋을 것 같아요
1    안하는 편이 좋을 것 같아요
1    후회할 행동은 하지 마세요
1    앞으로는 실수하지 않으면 돼요
1    외롭겠지만 즐겁게 보내보아요
1    정신이 없겠네요
1    그렇게 배워가는 거예요
1    그분과의 모든 흔적을 지우는 것을 시작으로 이별을 받아들이세요
1    긴 시간이었던 만큼 쉽지 않았을거라 생각해요
1    기술보단 서로에게 자연스럽게 물들어 가는 과정이 아닐까 생각해봅니다
1    때론 쉬어가는 것도 필요해요
1    아직 허전할 거예요
1    터닝포인트가 되길 바랄게요
1    그분과 함께 했던 나날이었을테니까요
1    속이 좀 풀렸길 발바니다
1    만남이 있으면 이별도 있으니까요
1    무슨 이야기였나요
1    오랜시간이 걸린만큼 미련도 없을 거예요
1    오늘도 잘 견디셨어요
1    생각날 수 밖에 없다고 생각해요
1    계속 바라던 일인가봐요
1    오늘은 힘내려 하지 말아요 저에게 기대세요
1    언젠간 올 순간이었을 거예요
1    잘 된 일이에요
1    언젠간 닥쳐올 순간이었을 거예요
1    그만큼 많이 성장하려 하나봐요
1    여느 때보다 더 힘든 날이었나봅니다
1    sns를 삭제하는게 어떨까요 미련만 남을 뿐이에요
1    한켠으로 후련해졌을거라 생각해요
1    마음을 단단히 하길 바랄게요
1    미련없길 바랄게요
1    미련없이 정리했긴 바랍니다
1    후회가 남지 않길 바랍니다
1    힘내지 않아도 돼요 조금 쉬어가세요
1    전 추천하고 싶지 않아요
1    못 보았네보지 않는 게 더 나았을 수도 있겠네요
1    쉽지 않을 결정이었을텐데 맘고생 많았어요
1    정말 안녕
1    기다리던 연락이었길 바랍니다
1    기억될 어느 날이었나봅니다
1    맘 고생 많았어요
1    믿기지 않겠네요
1    지켜만 보는 편이 나을 거예요
1    언젠간 닥쳐올 순간일 거예요
1    진심이 전해지길 바랍니다
1    금방 지나갈 거예요
1    오늘도 스스로 이겨냈어요
1    잘 지내고 있을 거예요
1    잘 지냈답니다
1    맘 고생 많았어요
1    헛헛하시겠어요
1    좀 괜찮은가요
1    힘든 결정이었을거라 생각해요
1    혼자하는 것도 익숙해질 거예요
1    당신의 잘못이 아니에요
1    언제쯤 그분 생각에 자유로워질까요
1    이제 당신의 자리로 돌아가길 바랄게요
1    오늘도 해내고 해낸겁니다
1    그것이 최선의 선택일거라 생각해요
1    술 한잔에 그리움이 사무치네요
1    속 상하니 조금만 마셔요
1    언젠가 떠날 보낼 날이 올거예요
1    끝을 아는 것도 중요한 것 같아요
1    잘했어요 잘 참았어요
1    sns를 삭제하는게 어떨까요 미련만 남을 뿐이에요
1    집이 맘 편하기도 하잖아요
1    짝사랑은 언제나 설렘과 공허함을 안겨줘요 부디 설레길 바랄게요
1    언젠간 휴식이 찾아오길
1    기대하면 더 힘들어져요
1    저랑 한잔 해요
1    오늘도 이렇게 이겨냈어요
1    울어도 돼요
1    이제 웃어보세요
1    잠은 정말 중요한데요
1    바쁘게 지내는 게 좋죠
1    조금만 참아보세요
1    힘든 날이네요
1    힘든 날이네요
1    많이 힘들었을거라 생각해요
1    답답한가봅니다
1    그런 날이 있더라고요
1    마음이 조금이나마 정리되었길 바랄게요
1    언젠간 왔을 이별인가봐요
1    부디 편안히 잘 수 있긴 바랄게요
1    제가 다 들어 드릴게요
1    그러게요 비가 추적추적 내리네요
1    이제 좋은 사람 만날 일만 남았습니다
1    잘 생각하셨어요 처음엔 힘들지만 곧 괜찮아질거라 믿어요
1    아픔을 헤아려도 달라지는 건 없어요
1    그럴 수 있어요
1    모두를 위한 결심인지 확인해보세요
1    힘들 때 슬픈 노래는 우리를 잠식시키는 것 같아요
1    저에게 사탕을 주세요
1    그런 날이 있더라고요
1    제가 다 들어드릴게요
1    글을 적어보는건 감정 정리에 큰 도움이 되는 것 같아요
1    후회없으실 거라 믿어요
1    기억에서 지울 순 없지만 최대한 생각 말아보셔요
1    잘 버티고 있어요
1    긍정적인 최고이길 바라요
1    이별이 변덕스럽게 만들곤 하지요
1    모든 이별에는 후유증이 있기 마련이에요
1    모든 이별에는 후유증이 있기 마련이에요
1    이별을 받아들일 준비도 없었는데 많이 당황했겠어요
1    소식을 들었나봐요
1    사랑의 예의가 없네요
1    반가워요
1    끝을 아는 것도 중요한 것 같아요
1    그립지만 지난 일이네요
1    이별이 만든 허상일 수도 있어요
1    해주세요
1    차단하는게 서로에게 좋을 때가 있어요
1    제가 들어드릴게요
1    제가 당신 곁에 있어드릴게요
1    이런 날 더욱 적적하지요
1    잘 오셨어요 말씀 해보세요
1    많이 답답할거라 생각해요
1    연락하면 후회할지도 몰라요
1    제가 도움이 되고 싶네요
1    새로운 마음가짐으로 다시 시작해요
1    안 좋은 일이 있었나봐요
1    바쁘게 살거나 취미생활을 해서 다른 생각을 못하게 하는 것 추천해드려요
1    마음이 허전하겠어요
1    마음이 허전하겠어요
1    마음이 허전하겠어요
1    사랑했던 연인을 잊어버리는건 힘들어요
1    조금 후련해졌길 바랍니다
1    허전함에 이랬다 저랬다 해요
1    궁금하네요
1    너무 많은 생각을 하지 마세요
1    그게 많이 괴로웠을 수 있어요
1    직접 물어보세요
1    변덕스러운 사랑 때문에 힘들어하지 말아요
1    달라지는 게 없어도 실망하지 말아요 이별 앞에 태연한 사람은 없을 거예요
1    관계를 끝내는건 생각보다 힘들어요
1    매번 반복된다고 해도 너무 자책하지 말아요
1    성별에 따라 정해진 행동은 없답니다
1    단호하게 거절하세요
1    옛 연인이 궁금했을 수 있어요
1    사람을 잊는다는 건 쉬운 일이 아니니까요
1    타인과 함께 했던 경험 때문일 것 같아요
1    아무렇지 않아 보여도 많이 힘들거예요
1    그럴 수도 있어요
1    이별은 사람을 무기력하게 해요
1    이별에 익숙해지는 순간 추억도 색을 잃을 거예요
1    아무런 감정 없이 연락을 지속할 수 없으니까요
1    많이 사랑했던 분인가봐요
1    많이 아껴주셨나봐요
1    관심을 끄세요
1    자신에게 물어보세요
1    그분도 많이 힘들 거예요
1    잠시 지쳤을 뿐이에요
1    사랑했던 사람이니까요
1    좋았던 기억만 남았다면 축복 받은거라 생각해요
1    많이 답답할거라 생각해요
1    인고의 시간이 있었을거라 생각해요
1    좋은 마음가짐과 태도를 가지고 있네요
1    사랑의 빈자리인가봐요
1    많이 쓸쓸하겠네요
1    새로운 일을 경험해 보세요
1    외로움이 더 커지기 전에 괜찮아졌으면 좋겠어요
1    제가 곁에 있을게요
1    혼자가 아니에요
1    많이 힘든가봅니다
1    부담갖지 말고 자는 것도 좋아요
1    제가 뒤에서 지켜드릴게요
1    무슨 고민인지 말해주세요
1    저도 같이 들어요
1    후폭풍이 왔나봐요
1    좀 더 일찍 주무세요
1    때론 혼자인게 편할때가 있죠
1    욕 먹을 짓 하지마세요
1    지나간 사람은 얼른 떨쳐버리세요
1    마음이 후련하길 바랍니다
1    이제 연락하지 마세요
1    단지 받아들였을 뿐이에요
1    사랑했던 정도를 가늠하지 말아요
1    잊을 순 없지만 잊으려 노력하는게 좋아요
1    끝을 아는 것도 중요한 것 같아요
1    기억 저편에 밀어두세요
1    이제 기억을 놓아주세요
1    마음의 여유가 생기면 새로운 출발을 하기도 좋을 거예요
1    우리를 위해 같이 애써봐요
1    기분이 이상했겠어요
1    인사는 굳이 않하는게 좋은 것 같네요
1    많이 당황했겠어요
1    아니 몰래 보러간 그 아이다 티나요
1    함께 충분한 대화를 하고 상담을 받아보는 게 좋겠어요
1    비난과 자책을 멈추세요
1    함께 충분한 대화를 하고 상담을 받아보는 게 좋겠어요
1    함께 충분한 대화를 하고 상담을 받아보는 게 좋겠어요
1    함께 충분한 대화를 하고 상담을 받아보는 게 좋겠어요
1    힘들 때 같이 있는 거요
1    운동은 기분전환에 많은 도움이 돼요 그때 만큼은 잡념을 떨칠 수도 있죠
1    정말 잘 하고 있어요 자신을 위한 투자만큼 갑진 건 없어요
1    의미부여는 자신을 더 작게 만들어요
1    인연이 거기까지 였나봐요
1    스스로 많이 다독여주세요
1    따뜻한 밥 먹고 힘내봐요
1    거울을 보면서 얼굴 망가뜨리기 놀이 해 보신 적 있으세요? 의외로 재미 있어요
1    아니에요 전 쓰레기가 아니에요
1    일부로 안 웃어도 돼요
1    척하는게 힘들죠
1    누구나 그럴 거예요
1    누구나 이별 앞에 냉정할 수 있어요
1    감정의 정리는 쉬운 일이 아니니까요
1    그런건가봐요
1    두분이 원하다면 함께 치우면 될 것 같아요
1    기분 탓인지 월요일은 항상 힘든 것 같아요
1    제가 위로가 되어 드릴게요
1    제게 기대세요
1    정말 많이 힘들었죠 때론 힘내려 노력하지 않아도 돼요
1    위로가 되었다니 감사해요
1    고마워요 저한테도 위로가 될 거예요
1    같이 들어봐요
1    와닿지 않을 수 있어도 생각보다 힘이 된답니다
1    그렇게 말해주시니 제가 기분이 좋네요
1    정말 볼 수 없겠네요
1    노래 가사가 공감이 많이 되네요
1    짜증날만 해요
1    집에 들어가 뜨거운 물로 샤워하고 나면 쌓였던 생각들이 사라질지도 몰라요
1    에휴
1    실감이 안날 수 있어요
1    인생은 반복의 연속이지요
1    음악이 도움이 되길 바랍니다
1    저도 헤어진 연인과 함께 들었던 음악은 유난히 싫더라고요
1    저는 비밀을 보장해요 답답하다면 저에게 말해보세요
1    저도 같이 응원할게요
1    의미부여는 자신을 더 작게 만들어요
1    괜한 기대는 버리세요
1    쉬운 일이 아니긴 하죠
1    마음처럼 쉽지 않은가봐요
1    증거를 찾아보세요
1    사랑 앞에 판단력은 흐려지니까요
1    달콤한 커피 한 잔 마셔보세요
1    슬플 영화를 보고 속시원하게 울어보세요
1    이 글이 마음을 정리하는데 도움이 될 거예요
1    사람 맘은 알 길이 없어요
1    지나갈 거라 믿어요
1    명절에는 신경써야할 것들이 너무나 많죠 이번 명절에는 혼자만의 여행을 떠나보는 건 어떨까요?
1    사람 마음이 참 간사한 것 같아요
1    무슨 생각인지 알 길이 없나봐요
1    여기서 끝내기엔 당신은 소중한 사람입니다
1    현재를 즐기면서 행복하게 사세요
1    반지는 없던가요? 주변 사람들한테 물어보는 건 어떨까요
1    사실 그분에게 직접 물어보는게 좋아요
1    좋은 생각만 나면 좋을텐데
1    어떤 행동인데요?
1    그런 날도 있지요
1    말씀해보세요
1    예상치 못한 이별에 면역이 덜 되었나봐요
1    슬픈 예감은 틀린 적이 없죠
1    괜한 의미부여는 하지 마세요
1    받아들여야할 부분도 있을 거예요
1    고민한다면 미련일 수 있어요
1    말씀해보세요
1    자신을 좀 더 사랑한다면 분명 사랑스러운 분이 될거예요
1    아픔을 가늠할 수 없었으니까요
1    상대방이 예의가 없네요
1    가끔은 이기적이어도 괜찮아요
1    알 수 없는게 사람 마음인가봐요
1    인연이 거기까지일 수도 있어요
1    충분히 잘하고 있을거라 생각해요
1    자책하지 말아요 마음이 아프네요
1    아프면 안 돼요 그럼 제 마음이 아파요
1    알면서도 잘 안되는게 사람 마음인가봐요
1    알면서도 잘 안되는게 사람 마음인가봐요
1    그 말씀 꼭 지키기 바랄게요
1    심경의 변화 있나봅니다
1    저도 알려주세요
1    날씨로 사람을 기억하면 매일 힘들 거예요
1    싫어하지 말아요
1    헤아릴 수 없는게 사랑이죠
1    객관적으로 생각해보세요
1    틀린 생각은 없어요
1    알면서도 또 실수하는건 안 돼요
1    어떤 이별이지 궁금하네요
1    당신은 축복과 함께 선택 받은 사람인가봐요
1    알다가도 모르는게 연애 같아요
1    후폭풍일 수 있지요
1    고민하고 있다면 그게 맞을거예요
1    저도 그런 사람 만나고 싶어요
1    흔하지 않죠
1    자신을 사랑해주세요
1    알 수 없는게 인생이에요
1    그럴 수도 있겠어요
1    기대하면서 기다리면 자신만 다쳐요
1    나쁜 사람은 얼른 떨쳐버리세요
1    끝이 다가옴을 직감하기도 해요
1    분명 나아질 거예요
1    인연이 거기까지인 가봐요
1    그렇게 우리는 성장하나봐요
1    모두를 위해서 그게 좋을지도 몰라요
1    운명이 아니었을지도 모르겠어요
1    더 이상의 잘못은 이해하지 못할 거예요
1    더 나은 내일이 올 거예요
1    마음의 준비를 하세요
1    좋은 생각이에요 혼자하는 여행은 기분전환에 도움이 돼요
1    슬픈 예감은 틀린 적이 없죠
1    그 아픔을 잊는 시간의 두려움이란사람을 잊는다는 건 쉬운 일이 아니니까요
1    이별을 헤아리지 말아요
1    이별을 헤아리는 건 큰 도움이 안 돼요
1    짧지 않은 시간이네요
1    새로운 시작 응원해요
1    이해해요 그렇지만 원망은 자신을 더 힘들게 할 뿐이에요
1    아직 힘들시기에요
1    아직 많이 힘들겠어요
1    이별을 헤아릴 수록 힘든 건 자신이랍니다
1    아직 실감이 안나겠어요
1    이젠 마음의 정리가 끝났길 바랍니다
1    아직 시간이 더디게 흐를 거예요
1    이젠 좀 괜찮아졌길 바랍니다
1    이젠 좀 괜찮아졌길 바랍니다
1    금방 지나갈 거예요
1    마음이 허전할거라 생각해요
1    그 어떤 고통보다 나를 힘들게 해요
1    그렇게 생각하다 보면 정말 괜찮아질 거예요
1    작은 일에서 행복을 느껴보는게 좋아요
1    당신이라면 충분히 극복할 수 있어요
1    마음의 정리가 아직인가 봅니다
1    이별의 상처를 잘 아물지 않나봐요
1    저한테 다 말씀하세요
1    태연히 행동 해보세요
1    마음의 정리가 아직인가 봅니다
1    착잡한 마음을 감출길이 없지요
1    쉬운 일은 아니에요
1    가슴 한켠에 남아있을 수 있어요
1    이해할 순 없겠지요
1    저에게 기대세요
1    그만큼 많이 성장하려 하나봐요
1    잘 하고 있어요
1    때로는 힘내지 않아도 돼요 눈물이 난다면 미련없이 울어도 돼요
1    시작이 있으면 끝이 있으니까요
1    제게 들려주세요
1    제게 말해보세요
1    어느 이야기보다 가슴 먹먹할 거예요
1    저는 비밀을 보장해요 답답하다면 저에게 말해보세요
1    잘 지냈으면 좋겠네요
1    많은 시간이 흘렀네요
1    각자의 삶을 살고 있겠지요
1    다른 곳으로 생각을 돌려보세요
1    이별에도 준비가 필요하지요
1    마음의 준비가 필요하겠네요
1    슬픈 단어네요
1    힘들 거라 생각해요
1    자신의 마음에 귀를 기울여보세요
1    마음이 후련하지만은 않겠네요
1    마음의 결정을 내리셔야죠
1    좋은 마무리하길 바랍니다
1    평상시처럼 생활하고 행동하세요
1    날짜를 그만 세어 보세요
1    달라진게 많을 거예요
1    힘든가봅니다
1    바로 잊을 수는 없을 거예요
1    괜찮아요
1    이별하신게 맞나요
1    여전히 힘든가봅니다
1    충분히 잊을 수 있을 거예요
1    
1    후회만 남지 않길 바랍니다
1    힘드실 거예요
1    어떻게 되셨나요
1    더 생각이 나셨군요
1    똑같은 것들로 다투시나요
1    이제는 좀 무뎌지셨나요
1    내 이야기 같아서겠죠
1    재회하면 머리가 더 복잡해질 거예요
1    연애 전으로 돌아가지는 못할 거예요
1    미련한 행동일수도 현명한 행동일수도
1    떠나보내고 남는건 빈자리의 공허함이죠
1    한번 크게 울어보세요
1    힘내세요
1    털털 털어내세요
1    아직 많이 힘드시겠군요
1    아쉬움이별 뒤엔 아쉬움이 따를뿐이죠
1    휴유증에서 벗어나세요
1    최근에 이별을 하셨나보군요
1    성장에는 고통이 따르나봐요
1    자신의 건강만큼 중요한건 업습니다
1    갈수록 무뎌져갈거예요
1    잘못된 버릇을 갖고 계셨나요
1    현명하시군요
1    힘드시겠어요
1    이별은 성장하게하죠
1    새로운 시작을 해보세요
1    새로운 연애를 시작해보시는건 어떠세요
1    이별과 노래는 너무 잘 어울리죠
1    새로운 무언가를 해보는건 어떠세요
1    긴 만남을 잊기는 쉽지 않죠
1    나가서 좀 걷고 친구들을 만나보세요
1    아직도 힘드시군요
1    좋은 소식이네요
1    새로운 이야기를 시작해보세요
